latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
37.4043,-121.41856,345.9,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,284.2,3.2,N
37.4175,-121.49164,356.4,0.32,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,284.3,10.6,N
37.41657,-121.48798,367,0.32,0.55,2020-08-18,1036,N,VIIRS,h,2.0NRT,284.4,8.3,N
37.40219,-121.43138,354.6,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,282.7,13.5,N
37.40134,-121.42803,367,0.33,0.55,2020-08-18,1036,N,VIIRS,h,2.0NRT,288.2,9.4,N
37.39966,-121.42148,317.3,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,281.4,3.2,N
37.40051,-121.42477,332.7,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,281,9.4,N
37.39761,-121.43452,333.7,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,284,6.4,N
37.40342,-121.41508,325.6,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,276.8,3.2,N
37.38274,-121.37619,310.3,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,268.6,2.7,N
37.36775,-121.38092,334.8,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,266,4.9,N
37.39589,-121.42779,367,0.33,0.55,2020-08-18,1036,N,VIIRS,h,2.0NRT,290.5,25.2,N
37.39503,-121.42442,334.8,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,287,39.2,N
37.39676,-121.4312,317.5,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,273.2,25.2,N
37.81021,-121.76311,305.9,0.61,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,295.5,2.4,N
37.36682,-121.37726,304.9,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,263.4,1.8,N
37.11394,-122.28304,354.8,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,298,21.2,N
37.46183,-121.72982,310.6,0.63,0.54,2020-08-18,1036,N,VIIRS,n,2.0NRT,293,2.1,N
37.46012,-121.72305,309.9,0.63,0.54,2020-08-18,1036,N,VIIRS,n,2.0NRT,292.7,2.1,N
37.45513,-121.72423,304.9,0.63,0.54,2020-08-18,1036,N,VIIRS,n,2.0NRT,292.9,2.1,N
37.45352,-121.71786,309.2,0.63,0.54,2020-08-18,1036,N,VIIRS,n,2.0NRT,292.6,3.6,N
37.11053,-122.29007,325.4,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,291.5,13.1,N
37.10902,-122.28403,353.2,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,297,21.2,N
37.11172,-122.2834,352.4,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,298.8,38,N
37.10831,-122.29057,337.9,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,292.1,10.4,N
37.10681,-122.28439,341.7,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,296.4,10.4,N
37.44768,-121.35585,307.2,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,264.9,3.1,N
37.44566,-121.34779,324.3,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,266,6.5,N
37.44499,-121.32365,336.4,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,273.4,7.2,N
37.446,-121.32767,367,0.33,0.55,2020-08-18,1036,N,VIIRS,h,2.0NRT,279.5,7.2,N
37.44699,-121.33164,346.8,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,276.2,13,N
37.44358,-121.34543,307.8,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,264.1,3.1,N
37.10192,-122.28548,333.8,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,292.9,10.4,N
37.10027,-122.27875,308.2,0.6,0.53,2020-08-18,1036,N,VIIRS,n,2.0NRT,290.5,3.4,N
37.44455,-121.34916,316.9,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,263.7,2.4,N
37.44557,-121.35315,314.5,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,266.4,2.4,N
37.44662,-121.35719,305.8,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,264.3,3.8,N
37.44769,-121.34037,313.7,0.33,0.55,2020-08-18,1036,N,VIIRS,n,2.0NRT,262.5,3.2,N
37.39468,-121.41664,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,292.4,10.5,D
37.38624,-121.42862,340.4,0.34,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,284.5,8.7,D
37.38721,-121.42473,367,0.34,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,290.5,8.7,D
37.38998,-121.4137,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,291.4,10.5,D
37.39085,-121.41022,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,291.5,10.5,D
37.38235,-121.4224,334.2,0.34,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,284.1,4.7,D
37.38335,-121.41843,341.8,0.34,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,287.2,8.7,D
37.38478,-121.39108,356.9,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,286.9,22.1,D
37.38121,-121.40527,337,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,288.8,11.7,D
37.38559,-121.38784,354.5,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,287.3,7,D
37.38636,-121.38476,343.6,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,286.9,7,D
37.38708,-121.38191,332.9,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,287,4,D
37.38208,-121.40182,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,290.6,19.3,D
37.383,-121.39813,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.5,19.3,D
37.37782,-121.39715,344.8,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,294.7,10.1,D
37.37965,-121.38986,354.8,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,291.2,6,D
37.38051,-121.38644,340.1,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.5,6.9,D
37.37328,-121.39361,352,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,293.4,6,D
37.37422,-121.38989,336.9,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.9,6,D
37.36576,-121.40192,349.4,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,288.6,16.1,D
37.36655,-121.39876,354.6,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,297.2,26.7,D
37.36901,-121.38901,340.2,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,288.1,9.4,D
37.36987,-121.38557,331.7,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,286.2,7.8,D
37.5035,-121.4784,367,0.34,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,309,8.9,D
37.50512,-121.47206,350.7,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.7,15,D
37.50259,-121.48196,351.7,0.34,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,307.9,8.9,D
37.51501,-121.4547,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,310.2,32.6,D
37.51022,-121.47345,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,306.7,22.2,D
37.51419,-121.45788,353.3,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,315.1,32.6,D
37.48763,-121.84158,339.2,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,306.2,3.6,D
37.48685,-121.84464,341.9,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,304.6,2.9,D
37.4943,-121.83726,341.9,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,304,3.6,D
37.49274,-121.84336,335.9,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,304.6,7,D
37.49194,-121.84645,331.5,0.35,0.57,2020-08-18,2018,N,VIIRS,l,2.0NRT,303.8,4.4,D
37.501,-121.83275,367,0.35,0.57,2020-08-18,2018,N,VIIRS,h,2.0NRT,307.9,8.8,D
37.5002,-121.83588,334.9,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,307.4,3.6,D
37.4994,-121.839,343.2,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,306.2,3.6,D
37.50603,-121.83479,336.1,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,308.7,4,D
37.49183,-121.84507,353.5,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,304.6,7,D
37.50097,-121.83138,340.9,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,306.3,5.3,D
37.50015,-121.83451,349,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,307.6,5.2,D
37.49934,-121.83764,339,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,307.4,5.2,D
37.49852,-121.84074,339.5,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,305.1,8.5,D
37.50521,-121.83645,341.7,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,308.9,5.4,D
37.44111,-121.69924,337.9,0.35,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,298.4,6.9,D
37.43521,-121.70071,341.2,0.35,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,299.4,10.6,D
37.43196,-121.40686,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,303.3,14.4,D
37.43111,-121.41022,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,305.5,14.4,D
37.43027,-121.41351,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,304.9,18.5,D
37.43468,-121.39616,338.3,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,301,6.3,D
37.43373,-121.39992,347.6,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,301.4,6.2,D
37.43282,-121.40346,342.8,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,301.3,6.2,D
37.43767,-121.40579,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,305,31.4,D
37.43503,-121.41619,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,300.6,11.2,D
37.43995,-121.39682,335.9,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,301.1,7.1,D
37.43878,-121.40144,349.9,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,303,31.4,D
37.43589,-121.41277,353.7,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.9,83.7,D
37.4342,-121.70029,337.3,0.35,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,300.3,12.8,D
37.36736,-121.39558,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,293.8,26.7,D
37.36817,-121.39233,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,290.2,9.4,D
37.36172,-121.39632,335.6,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,286.2,26.7,D
37.36423,-121.3864,347.3,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.2,9.4,D
37.35858,-121.38725,345.8,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,286.5,6.8,D
37.36194,-121.37391,339.1,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,288.9,8.2,D
37.35367,-121.38516,357.1,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,287.8,6.8,D
37.35445,-121.38208,333.2,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,287.4,6.8,D
37.35528,-121.3788,354.8,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,290.9,6.8,D
37.35619,-121.37519,348.2,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,288.7,6.8,D
37.34959,-121.37982,337,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,282.4,15,D
37.35041,-121.37655,350.4,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,284.3,11.7,D
37.35127,-121.37316,343.9,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,286,11.7,D
37.34393,-121.38067,357.2,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,275.5,15,D
37.34545,-121.37467,357.2,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,276.3,11.7,D
37.34621,-121.37167,357.2,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,274.5,11.7,D
37.34698,-121.3686,357.2,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,276.6,9.8,D
37.34469,-121.37766,356.2,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,280.2,15,D
37.34779,-121.36543,344.5,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,278.6,9.8,D
37.34132,-121.36952,356.6,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,267.7,6.4,D
37.34212,-121.36639,356.7,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,268.6,6.7,D
37.34055,-121.37258,350.1,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,265.5,6.4,D
37.34291,-121.36324,345,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,268.2,6.7,D
37.48094,-121.80263,342,0.35,0.57,2020-08-18,2018,N,VIIRS,n,2.0NRT,307,8,D
37.49054,-121.42288,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,301.8,9.5,D
37.49129,-121.41994,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,305.3,9.5,D
37.49281,-121.424,336.3,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,299.3,6.4,D
37.4943,-121.41805,341.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,301,12.5,D
37.49357,-121.42097,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,303.4,6.4,D
37.51338,-121.46106,355.1,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.6,116.3,D
37.5126,-121.46412,341.3,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.6,116.3,D
37.51183,-121.46712,334,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.5,74.9,D
37.51105,-121.47018,335,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.3,74.9,D
37.50934,-121.47685,347,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,306.2,22.2,D
37.50747,-121.48416,330.1,0.34,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,301,8.6,D
37.5194,-121.45882,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,310.1,32.6,D
37.51775,-121.46527,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,354.3,116.3,D
37.51519,-121.4753,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,310.4,22.2,D
37.5202,-121.45567,349.2,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,304.4,32.6,D
37.51427,-121.47889,332.9,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302,22.2,D
37.51693,-121.46847,208,0.33,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,324.5,74.9,D
37.52596,-121.45445,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,308.8,10.3,D
37.5252,-121.45741,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,308.1,45.2,D
37.52279,-121.46686,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,305,21,D
37.52443,-121.4604,352.6,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,316.6,45.2,D
37.52363,-121.46356,344.4,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,310.1,21,D
37.52192,-121.47027,345.4,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.3,6.2,D
37.53094,-121.45621,340.1,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,300.8,10.3,D
37.82885,-121.76764,356.7,0.34,0.56,2020-08-18,2018,N,VIIRS,l,2.0NRT,290,5.1,D
37.48809,-121.42116,344.3,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.8,6.4,D
37.4505,-121.44094,340.7,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,303.2,4.4,D
37.43419,-121.41949,345.6,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,300.5,11.2,D
37.43335,-121.42278,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,302.6,11.2,D
37.42863,-121.41996,344,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,301.2,8.9,D
37.29855,-121.28949,336.2,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,295.3,4.7,D
37.29583,-121.25703,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,300.7,9.8,D
37.29671,-121.25356,353.4,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,298.8,22.8,D
37.2948,-121.26117,348.5,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,299.2,9.8,D
37.31483,-121.34547,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,300.2,10.1,D
37.30962,-121.34454,352,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,297.6,10.1,D
37.29858,-121.32398,352.7,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,294.6,5.8,D
37.3015,-121.3126,340.5,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,296.1,6,D
37.30079,-121.32387,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,296.1,9.5,D
37.2985,-121.3113,334.3,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,293.2,5.9,D
37.29366,-121.309,343.3,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,292.7,5.9,D
37.29451,-121.30558,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,295.7,5.9,D
37.44822,-121.71446,346.7,0.35,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,299.4,6.7,D
37.45634,-121.72587,332.8,0.35,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,299.3,2.8,D
37.46259,-121.72305,334.7,0.35,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,300.8,5.1,D
37.46156,-121.72706,335.5,0.35,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,301.3,2.8,D
37.56016,-121.49113,344.8,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,305.5,48.6,D
37.56096,-121.48796,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,326.7,48.6,D
37.56176,-121.48479,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,317.1,50.6,D
37.55848,-121.47624,338,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,300.9,2.5,D
37.55928,-121.47307,343.3,0.33,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,301.3,2.5,D
37.37757,-121.29043,343.7,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,290.7,4.8,D
37.37675,-121.29369,354.9,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,290.8,4.8,D
37.38176,-121.29525,336.3,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.6,4.8,D
37.25792,-122.27806,332.7,0.37,0.58,2020-08-18,2018,N,VIIRS,n,2.0NRT,287,4,D
37.25042,-122.28489,354.4,0.37,0.58,2020-08-18,2018,N,VIIRS,n,2.0NRT,285.8,54.9,D
37.25172,-122.27991,331.7,0.37,0.58,2020-08-18,2018,N,VIIRS,n,2.0NRT,301.3,54.9,D
37.25288,-122.27547,367,0.37,0.58,2020-08-18,2018,N,VIIRS,h,2.0NRT,292,86.4,D
37.30222,-121.25315,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,297.6,22.8,D
37.3007,-121.25918,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.3,9.8,D
37.29881,-121.26675,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298,18.8,D
37.29766,-121.27135,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.3,18.8,D
37.29654,-121.27588,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.7,13.8,D
37.29546,-121.28016,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,297.1,13.8,D
37.29136,-121.29652,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.8,13.1,D
37.39587,-121.30366,330.9,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.8,4.9,D
37.39506,-121.30686,336.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,288.8,4.9,D
37.2906,-121.29955,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.2,13.1,D
37.28983,-121.30261,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,294.9,9.9,D
37.30149,-121.25605,349.2,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,302.2,22.8,D
37.29984,-121.26265,356.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,297.2,9.8,D
37.29452,-121.28394,355.5,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,296.3,6.1,D
37.29369,-121.28725,338.6,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,294.5,6.1,D
37.2929,-121.29039,344,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,294.4,8.1,D
37.29213,-121.29346,348.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,297.3,8.1,D
37.30636,-121.25818,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,299.7,17.2,D
37.29692,-121.29597,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,297.5,8.8,D
37.29613,-121.29913,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,295.9,11,D
37.29534,-121.30229,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,296.8,11,D
37.30709,-121.25527,352.5,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,296,17.2,D
37.30564,-121.26103,348.4,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,293.6,5.8,D
37.30487,-121.26414,331.5,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,291.9,5.8,D
37.30171,-121.27679,339.2,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,293.6,4.8,D
37.30053,-121.28152,339,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,294,4.8,D
37.29947,-121.28577,333.4,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,295.1,4.7,D
37.29772,-121.29278,335.7,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,295.5,8.8,D
37.31197,-121.25736,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,296.9,17.2,D
37.31118,-121.2605,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.6,17.2,D
37.31043,-121.26353,343.6,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,293.7,5.8,D
37.31612,-121.26238,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,298.2,30.1,D
37.31534,-121.26549,356.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,297.2,14.8,D
37.41332,-121.29868,346.6,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,291.2,9.3,D
37.41251,-121.30193,348.6,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,292,7.3,D
37.41913,-121.29703,332.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.5,3.8,D
37.41832,-121.30028,342.4,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,290.6,3.8,D
37.41751,-121.3035,339.3,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,292.3,5.5,D
37.41673,-121.30666,344.4,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,291.6,5.5,D
37.41595,-121.30978,334.7,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.2,4.5,D
37.42482,-121.29587,330.7,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,291.1,4.4,D
37.42402,-121.2991,340.6,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,292.1,3.8,D
37.41579,-121.30024,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,291.3,13.3,D
37.41496,-121.30346,348.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,292.5,6,D
37.41417,-121.30658,338.7,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,291.3,6,D
37.42159,-121.29872,344.2,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,292.8,8.5,D
37.41915,-121.30827,335.2,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,289.7,5.6,D
37.42806,-121.29454,344.5,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,292.1,5.6,D
37.42722,-121.29785,348.4,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,293.4,5.6,D
37.43273,-121.29744,367,0.33,0.55,2020-08-18,2018,N,VIIRS,h,2.0NRT,297.5,7.2,D
37.43358,-121.29411,340.4,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,293.5,7.3,D
37.43189,-121.30072,332.1,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,294.1,7.2,D
37.43559,-121.30745,335.6,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,294.5,4.4,D
37.31461,-121.26845,332,0.33,0.55,2020-08-18,2018,N,VIIRS,n,2.0NRT,295.9,14.8,D
37.39013,-121.43484,336.2,0.34,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,283.2,4.3,D
37.38916,-121.43871,334.3,0.34,0.56,2020-08-18,2018,N,VIIRS,n,2.0NRT,281.8,4.3,D
37.39636,-121.41843,367,0.33,0.56,2020-08-18,2018,N,VIIRS,h,2.0NRT,295.3,10.7,D
37.10039,-122.28008,367,0.38,0.59,2020-08-18,2018,N,VIIRS,h,2.0NRT,296.7,8.8,D
