latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
37.55737,-121.50047,341.2,0.42,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.6,9.9,N
37.55693,-121.49603,355.4,0.42,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,300.4,6.2,N
37.55651,-121.49168,353.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,300.2,6.2,N
37.55608,-121.48732,322.6,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.5,2.7,N
37.55564,-121.4829,321.7,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296,2.7,N
37.5552,-121.47844,321.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.9,2.9,N
37.55476,-121.474,319.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.7,2.9,N
37.55433,-121.46957,317.2,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.7,1.6,N
37.55389,-121.4652,317.1,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.8,1.6,N
37.55346,-121.46087,318.2,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.5,2.1,N
37.55216,-121.44769,311.9,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.7,3,N
37.55172,-121.44325,319.8,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,2,N
37.55322,-121.50102,345,0.42,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,6.9,N
37.55278,-121.49655,350.3,0.42,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.4,9.6,N
37.55235,-121.49216,326.6,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.3,9.6,N
37.55019,-121.47021,331.8,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.8,3.2,N
37.54934,-121.46156,321.9,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.5,3.3,N
37.5489,-121.45715,334.8,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.3,3.3,N
37.54846,-121.45264,335.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.7,3.3,N
37.548,-121.44804,328.9,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,3.3,N
37.54755,-121.44348,322.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.5,2.5,N
37.55192,-121.48775,312.8,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.3,4.1,N
37.55148,-121.48333,318.7,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.6,4.1,N
37.55105,-121.47893,311.1,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.2,5.6,N
37.55062,-121.47455,313.8,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296,5.6,N
37.54976,-121.46588,317.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297,3.2,N
37.54908,-121.50163,338.3,0.42,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.2,6.9,N
37.54864,-121.49714,346,0.42,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298,9.6,N
37.5482,-121.49263,367,0.41,0.45,2020-08-19,0930,1,VIIRS,h,2.0NRT,303.1,9.6,N
37.54776,-121.48814,332.1,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.1,4.1,N
37.54733,-121.48375,344.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.9,4.1,N
37.5469,-121.47941,367,0.41,0.45,2020-08-19,0930,1,VIIRS,h,2.0NRT,301.5,5.6,N
37.54648,-121.47514,346.7,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,300,5.6,N
37.54606,-121.47086,329.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.2,3.2,N
37.54564,-121.46655,333.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,3.2,N
37.5452,-121.46207,330.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,3.3,N
37.54475,-121.45753,329.9,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.4,3.3,N
37.54429,-121.45293,323.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297,3.3,N
37.54383,-121.4482,321.6,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297,3.3,N
37.54337,-121.44355,323.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.2,2.5,N
37.54361,-121.48869,352.2,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,304.9,34,N
37.54317,-121.48421,354.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,306.1,34,N
37.54274,-121.47977,353.1,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,311.9,20.8,N
37.5423,-121.47536,350.2,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,304.5,20.8,N
37.54187,-121.47094,327.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.3,5.7,N
37.54143,-121.46646,339.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.4,5.7,N
37.54099,-121.46191,326.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.9,2.8,N
37.54054,-121.45734,325.9,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.9,2.8,N
37.54008,-121.45271,324.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.3,2.5,N
37.53963,-121.44806,322.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.1,2.5,N
37.54406,-121.49329,313.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.7,5.5,N
37.53918,-121.44352,319.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.4,2.3,N
37.53813,-121.47553,367,0.41,0.45,2020-08-19,0930,1,VIIRS,h,2.0NRT,301.5,20.8,N
37.53769,-121.47098,348.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.2,5.7,N
37.53724,-121.46641,341.7,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298,5.7,N
37.53679,-121.46183,328.2,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.4,2.8,N
37.53858,-121.48009,310.9,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.3,20.8,N
37.53635,-121.45739,315.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.9,2.8,N
37.53548,-121.44843,310.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.5,2.5,N
37.53503,-121.44395,312.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.7,2.3,N
37.53307,-121.46667,349,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,6.1,N
37.53263,-121.46218,324.1,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.1,2.9,N
37.53222,-121.45795,322.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.4,2.9,N
37.53397,-121.47592,316.5,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.8,2.8,N
37.5318,-121.45369,315,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.3,2.9,N
37.48429,-121.50481,322,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.8,3,N
37.48751,-121.49513,318.4,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.4,2,N
37.4814,-121.39339,323.8,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297,4.4,N
37.48868,-121.42385,314.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.9,2.3,N
37.48507,-121.38839,340.2,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.5,4.4,N
37.48557,-121.39323,322.3,0.41,0.45,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.4,4.4,N
37.45769,-121.93311,302.5,0.44,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.5,0.2,N
37.18456,-122.25594,335.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,273.1,12.8,N
37.18594,-122.22363,314.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,264,2.8,N
37.18263,-122.18794,322.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,279.6,3,N
37.1831,-122.19297,326.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282,4,N
37.18358,-122.19815,320.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,276.6,4,N
37.18407,-122.20349,324.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,277.8,5.7,N
37.18454,-122.20859,331.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,279.5,5.7,N
37.18502,-122.21365,338.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,281.7,7.2,N
37.18549,-122.21875,324.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,270.5,7.2,N
37.19022,-122.2229,314.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,264.3,5,N
37.18692,-122.1874,320.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.6,1.9,N
37.18737,-122.19225,325.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,283.3,3.7,N
37.18784,-122.19726,324.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.4,3.7,N
37.18833,-122.20255,322.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,279.4,4.2,N
37.18881,-122.2077,325.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,278.4,4.2,N
37.18929,-122.21281,338.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.2,6.1,N
37.18977,-122.21794,330.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,275.3,6.1,N
37.19113,-122.2327,332.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,273.2,8.9,N
37.19164,-122.2382,336.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,276.7,8.9,N
37.19217,-122.24393,331.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,279,4.8,N
37.19263,-122.24896,321.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,274.2,4.8,N
37.19307,-122.25361,329.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,277,6.8,N
37.19117,-122.18643,308.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.7,1.9,N
37.19732,-122.25252,318.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.6,6.8,N
37.19163,-122.19132,323.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,284.2,3.7,N
37.19209,-122.19629,322.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.5,3.7,N
37.19258,-122.20151,322.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,281.3,4.2,N
37.19307,-122.20673,329.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.5,4.2,N
37.19355,-122.21193,337.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,284.8,6.1,N
37.19404,-122.21718,332.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.2,6.1,N
37.19451,-122.22224,332.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,281.8,5,N
37.19494,-122.22686,337.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,287.3,5,N
37.19541,-122.2319,351.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,289.8,8.9,N
37.19591,-122.23733,348.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,287.3,8.9,N
37.19643,-122.24289,335.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,289.8,4.8,N
37.1969,-122.24799,329.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,291.1,4.8,N
37.19542,-122.18535,305.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.8,3.8,N
37.19588,-122.19038,313.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,284.2,2.2,N
37.20159,-122.25151,317.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294,4.4,N
37.19635,-122.19537,320.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,283.9,2.2,N
37.19683,-122.20049,320.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,286,3.5,N
37.19731,-122.20562,322.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,287.9,3.5,N
37.1978,-122.21082,326.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,288.2,4.1,N
37.19829,-122.21616,332.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.2,4.1,N
37.19878,-122.22136,332.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,289.2,5.4,N
37.19922,-122.22608,335.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.3,5.4,N
37.19967,-122.23092,344.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.2,15.7,N
37.20015,-122.23603,355.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.3,15.7,N
37.20064,-122.24137,349.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.8,21.9,N
37.20113,-122.24668,330.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,291.2,21.9,N
37.20017,-122.18974,306.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,283.5,2.2,N
37.09675,-122.18085,307.5,0.44,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,284.1,2.7,N
37.09627,-122.17577,304.5,0.44,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,284.6,1.5,N
37.09579,-122.17068,302.5,0.44,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,285.2,1.5,N
37.09248,-122.18151,301.7,0.44,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,282.3,1.6,N
37.41069,-121.79755,310.1,0.43,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.4,1.3,N
37.45357,-121.70808,336.7,0.42,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,300.5,10.1,N
37.45398,-121.7124,343.2,0.42,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.6,10.1,N
37.45781,-121.70807,319.4,0.42,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.8,10.1,N
37.45865,-121.7168,319.7,0.42,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.9,4.5,N
37.45823,-121.71248,352,0.42,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,303.4,10.1,N
37.46327,-121.72076,316.5,0.43,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,294,24.9,N
37.46373,-121.72552,308.6,0.43,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.1,6.5,N
37.46248,-121.71255,355.9,0.42,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,300.9,12.9,N
37.46288,-121.71671,330.6,0.42,0.46,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.1,24.9,N
37.20063,-122.19472,311.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,284.5,2.2,N
37.20585,-122.2505,319.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.8,4.4,N
37.20109,-122.19957,322.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290,3.5,N
37.20154,-122.20435,327.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.8,3.5,N
37.20203,-122.20956,322.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.4,4.1,N
37.20253,-122.21491,323,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.4,4.1,N
37.20303,-122.22025,329.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290,5.4,N
37.20348,-122.2252,331.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.1,5.4,N
37.20393,-122.22999,340.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293,15.7,N
37.20438,-122.2348,352.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.3,15.7,N
37.20486,-122.23991,349.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,300.8,21.9,N
37.20536,-122.24532,343.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.1,21.9,N
37.20581,-122.20353,316.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.5,6.2,N
37.20627,-122.20852,319.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.7,3.4,N
37.20676,-122.21371,318.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,291.1,3.4,N
37.20725,-122.21896,319.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,289,3.3,N
37.20773,-122.22398,326.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.4,3.3,N
37.20818,-122.22887,337.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294,7.9,N
37.20863,-122.23368,350.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.6,7.9,N
37.2091,-122.23868,331.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,312.6,50.8,N
37.20961,-122.24409,353.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.7,50.8,N
37.21012,-122.2496,324.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.4,4.5,N
37.21101,-122.21265,318.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.2,3.4,N
37.21148,-122.21761,319.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.3,3.3,N
37.21195,-122.22266,319.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.8,3.3,N
37.21493,-122.25443,314.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.8,4.5,N
37.21056,-122.20792,334.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.7,3.4,N
37.21243,-122.22777,334,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.4,7.9,N
37.2129,-122.23273,345.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,299,7.9,N
37.21337,-122.23775,367,0.45,0.47,2020-08-19,0930,1,VIIRS,h,2.0NRT,300.8,50.8,N
37.21387,-122.24313,348.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,303.5,50.8,N
37.2144,-122.24875,328.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.4,4.5,N
37.21578,-122.21709,318,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.2,3.2,N
37.21923,-122.25381,315.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,291,9.6,N
37.21489,-122.20769,343.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.5,7,N
37.21532,-122.21222,320.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.7,7,N
37.21625,-122.22214,322.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.4,3.2,N
37.21674,-122.22725,338,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293,5.6,N
37.21721,-122.23232,341.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.1,5.6,N
37.21769,-122.23743,353,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,301.2,9.6,N
37.21819,-122.24272,367,0.45,0.47,2020-08-19,0930,1,VIIRS,h,2.0NRT,300.2,9.6,N
37.2187,-122.24818,333.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292,9.6,N
37.21923,-122.20769,340.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.6,7,N
37.21965,-122.21211,343.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297,7,N
37.2201,-122.21689,323.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.1,3.2,N
37.22057,-122.22184,320.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.7,3.2,N
37.22104,-122.22685,329.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.1,5.6,N
37.22153,-122.23195,332.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.7,5.6,N
37.22202,-122.23717,335,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,9.6,N
37.22252,-122.24249,340.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.3,9.6,N
37.22303,-122.24794,355.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,302.6,9.6,N
37.22355,-122.25347,328,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.6,9.6,N
37.22401,-122.21223,342.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.7,10,N
37.22446,-122.21689,338.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.7,5.1,N
37.2249,-122.22162,321.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.4,5.1,N
37.22535,-122.22636,323.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.5,3.3,N
37.22583,-122.2314,324.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,295.6,3.3,N
37.22635,-122.2369,335.5,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.9,5.5,N
37.22688,-122.24251,344.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.2,5.5,N
37.2274,-122.24804,336.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297,11.1,N
37.22967,-122.22599,318.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.7,3.3,N
37.22881,-122.21695,321.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.3,5.1,N
37.22924,-122.22145,345.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292,5.1,N
37.23014,-122.23088,320.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.2,3.3,N
37.23066,-122.23636,320.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.3,5.5,N
37.23119,-122.24199,323.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.7,5.5,N
37.23281,-122.30545,318.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.4,4.5,N
37.23447,-122.23064,315.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.1,3,N
37.23544,-122.24091,315.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.2,7.1,N
37.23708,-122.25815,318.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.4,5.3,N
37.23358,-122.22136,344.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,291.9,11,N
37.23401,-122.22589,322.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,290.7,3,N
37.23598,-122.24659,320.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.1,5,N
37.23653,-122.25242,323,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.4,5,N
37.23882,-122.23064,315,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,294.5,3,N
37.24285,-122.27303,311.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.1,4.8,N
37.24335,-122.27827,319.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,296.8,5.1,N
37.23837,-122.22596,331.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,293.6,3,N
37.24132,-122.25686,334.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,302.4,5.3,N
37.24183,-122.26227,343.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,303.1,5.3,N
37.24234,-122.26768,332.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.1,4.8,N
37.24275,-122.22627,308.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,287.9,2.6,N
37.24712,-122.272,318.1,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,301.5,7.9,N
37.24761,-122.2772,316.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,300.8,3.9,N
37.24863,-122.28789,313.4,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,297.4,4.9,N
37.24321,-122.23099,328.6,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,292.4,2.6,N
37.24556,-122.25556,341.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,303.9,7.4,N
37.24607,-122.26095,345.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,303.7,7.4,N
37.2466,-122.26653,329.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,302.1,7.9,N
37.24812,-122.28252,333.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,301.2,3.9,N
37.24913,-122.29308,332.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.3,4.9,N
37.24759,-122.23126,313.7,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,287,2.6,N
37.24805,-122.23603,311.9,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,288.6,5.9,N
37.25185,-122.2759,315.8,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,299.9,3.9,N
37.2499,-122.25542,335.2,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,301.6,7.4,N
37.25039,-122.2606,329.3,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,298.7,7.4,N
37.25089,-122.26572,354,0.45,0.47,2020-08-19,0930,1,VIIRS,n,2.0NRT,303.3,7.9,N
